uid,guid,content,name,creationTime,isTop,referenceTime,firstCategory,secondCategory,thirdCategory,replyCount,score,nickname,userClient,productColor,productSize,plusAvailable,isMobile,days,afterDays,好评率,差评率,poorCountStr,平均分,generalCountStr,oneYear,showCount,showCountStr,好评数,generalRate,中评数,skuId,goodCountStr,poorRate,afterCount,goodRateStyle,差评数,poorRateStyle,generalRateStyle,commentCountStr,commentCount,商品id,afterCountStr,goodRate,中评率
16494488672,ab79e5d525638647daa484814f7a95f7,一买就降价，还不给保价，真是郁闷！,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-21 11:13:52,False,2021-10-11 20:15:21,9987,653,655,2,1,菜***咸,4,星纱,8GB+128GB,201,10.2.0,10,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16225628214,010daad75be8617a5ac9a67d631493fc,就是屏幕滑动的时候要跳屏,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-30 23:26:43,False,2021-08-25 00:13:54,9987,653,655,2,1,康***笔,4,星纱,8GB+128GB,0,10.1.2,5,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15767862333,da1613393c7705f10940441d10e64a44,耳机都没有，是忘了还是怎么了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-06 09:39:51,False,2021-06-03 20:01:24,9987,653,655,4,1,****d,4,星纱,8GB+128GB,0,10.0.2,3,29,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16560402026,2b6a5fa0d095655549ab3588734fd055,一般，购买几天就降价了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-02 16:44:14,False,2021-10-11 16:40:15,9987,653,655,3,1,****L,4,星纱,8GB+128GB,201,10.2.2,22,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16324506016,7bcd47bdfe68dfaac673f0405cd9b512,刚买了一段时间，有有俩月了就开始卡机,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-18 14:40:12,False,2021-08-19 19:35:06,9987,653,655,2,1,****d,4,星纱,8GB+128GB,0,10.1.0,30,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16353926832,12c4cb5753fe51e8951697b860822b62,赠品都是幌子 可以没有 不要挂出来,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-24 12:17:49,False,2021-09-23 17:39:03,9987,653,655,1,1,****6,2,星纱,8GB+128GB,203,10.1.4,1,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16629774980,585a8722e544503e0b6005c43f78faa0,听起来性能非常好！体验差！,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-12 19:56:26,False,2021-09-27 19:31:35,9987,653,655,0,1,风***天,2,星纱,8GB+128GB,0,10.2.2,46,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16826098536,a13656d174b682147e9697dc8f93288b,发货慢，不送货直接放驿站，,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-12-16 20:20:48,False,2021-12-05 00:26:49,9987,653,655,0,1,小***1,4,星纱,8GB+128GB,203,10.2.6,11,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16469690175,0b086e072d8ea0d9067feffffed0b071,客服不理人，连个耳机都没有,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-16 11:25:31,False,2021-10-15 16:40:20,9987,653,655,0,1,****j,4,星纱,8GB+128GB,0,10.1.6,1,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16147833015,f7564c01d55a66fcd000fe6f63956be8,买了几天就掉价了啊？这么不保值啊。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-17 00:41:06,False,2021-07-20 00:41:02,9987,653,655,4,1,****d,4,星纱,8GB+128GB,0,10.1.0,28,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16540646587,238fe85731ddfa24c8615fab916a0024,手机卡，时不时处于无网络状态,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-30 10:57:09,False,2021-09-29 19:15:03,9987,653,655,0,1,木***山,4,星纱,8GB+128GB,103,10.1.6,31,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
17086111776,5accd55b6cff3fa0edaa02a3dc66e120,买了半个月，降价300多,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2022-02-02 23:23:42,False,2022-01-15 21:47:50,9987,653,655,1,1,l***4,4,星纱,8GB+128GB,203,10.3.5,18,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16288638312,fb6cf646d7953e5be6383da0e5d0b431,看一会电视，手机烫的不行,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-11 18:37:00,False,2021-09-10 11:27:37,9987,653,655,2,1,听***流,4,星纱,8GB+128GB,0,10.1.4,1,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16372526123,8c198ac53a24d7196dc16b64a30896d3,感觉真的不好用 没赢多久坏了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-27 17:28:31,False,2021-08-11 21:38:10,9987,653,655,0,1,****p,4,星纱,8GB+128GB,103,10.1.6,47,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16505867276,9bfecb88ca7c511bdb0fcff4a50c70e7,不好用，边上碰一下就翘起来了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-23 13:52:09,False,2021-10-08 18:34:04,9987,653,655,1,1,****m,4,星纱,8GB+128GB,203,10.1.6,15,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15960829587,b4fc2fe4d4dffcc3c8615fab916a0024,今天收到货晚上就降价几个意思,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-10 17:30:37,False,2021-07-07 11:39:54,9987,653,655,6,1,u***d,4,星纱,8GB+128GB,0,10.0.6,3,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16320835398,49a05cbdfa202814b0398ad9ba2a7e49,不知道为什么经常黑屏然后回到界面还要指纹解锁开机,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-17 20:42:41,False,2021-09-10 23:13:52,9987,653,655,1,1,****V,4,星纱,8GB+128GB,0,10.1.0,7,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16137262270,dc80bdbea0f3102105392ffc91e6a377,这款手机的屏幕色彩是真的不咋的。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-15 06:44:04,False,2021-08-11 15:06:58,9987,653,655,2,1,****s,4,星纱,8GB+128GB,0,10.1.0,4,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16048475937,d9109e918c4f1d8b98cabfd57b885127,我本人没有收到货，显示评价。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-27 20:00:27,False,2021-07-25 08:05:45,9987,653,655,1,1,J***H,2,星纱,8GB+128GB,203,9.0.4,2,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16263526599,84e52a6263455c51b199be229ec07be1,从来没遇到过，配送出错，本来当天能到的，硬是弄成四天才到货。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-07 09:55:00,False,2021-09-02 10:50:57,9987,653,655,1,1,d***8,4,星纱,8GB+128GB,201,10.1.2,5,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16033694949,517847afa5114c3b2ea53b1a8a7db668,下单显示有赠耳机，收到却说没有,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-24 14:35:46,False,2021-07-23 17:02:47,9987,653,655,5,1,枫***e,2,星纱,8GB+128GB,0,10.0.8,1,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15840341244,8b428f40139e442585fe2fdf7878320f,收到的手机没有转接线,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-20 17:19:30,False,2021-06-18 22:47:17,9987,653,655,8,1,阿***s,2,星纱,8GB+128GB,0,9.5.4,2,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16212996487,93ba02bafe78f9b67c7a84739b752ed4,为什么我刚刚买的手机就坏了充不上电,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-28 14:39:15,False,2021-08-23 20:32:36,9987,653,655,1,1,****b,4,星纱,8GB+128GB,0,10.1.2,5,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15916834774,a12bfc3d7ae045fffacec2e2398784eb,什么手机啊换个头像都换不了一直闪破手机,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-03 14:25:59,False,2021-07-02 16:02:58,9987,653,655,2,1,观***Y,2,星纱,8GB+128GB,203,10.0.2,1,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16579192467,61433a380ea4fee9a2c894cd23c89794,刚买就降价，而且降价形式是发放优惠券，还没办法保价，所以想购买的人再等一等,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-05 11:25:04,False,2021-10-31 22:42:00,9987,653,655,0,1,E***G,4,星纱,8GB+128GB,103,10.2.2,5,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16542928696,db78359082f5db7415e60954280f61ab,手机刚用一个星期就开始死机，,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-30 19:00:04,False,2021-10-05 11:09:43,9987,653,655,0,1,****n,4,星纱,8GB+128GB,0,10.2.0,25,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16188867086,10e69cdbd4f0141240cc0f62ee3aeff4,新买的手机登过别人的QQ,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-24 23:11:10,False,2021-07-03 20:08:27,9987,653,655,9,1,M***z,2,星纱,8GB+128GB,201,10.1.0,52,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16876879134,fdce1e57edfdcda1b448e4e9e6bb5303,不好，听筒漏音。外音不大。不满意。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-12-26 04:39:19,False,2021-12-13 11:23:22,9987,653,655,0,1,宝***垒,4,星纱,8GB+128GB,103,10.3.0,13,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16229980231,cbc8081d84fda95a552d879b442f2e5a,关机之后总是开不开机客服全是智能没管的,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-31 21:42:53,False,2021-08-26 16:44:58,9987,653,655,2,1,****R,2,星纱,8GB+128GB,0,10.1.2,5,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16236164265,248fc50639b9d839f6acfc92185c8b91,手机里植入的广告是真多，以后不再买红米手机了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-01 20:36:55,False,2021-08-31 13:57:53,9987,653,655,1,1,u***w,4,星纱,8GB+128GB,0,10.1.2,1,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16165484503,13a84c77832ea157d41aa61e3bb79c23,电池不耐用 一天要充几次电,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-08-20 03:18:56,False,2021-07-15 22:35:40,9987,653,655,5,1,随***购,4,星纱,8GB+128GB,201,10.1.0,36,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16888329955,250d56354e11567fe6c9db3c823a0dd9,用了一个月不到就坏了，网卡顿，信号不好,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-12-27 20:58:22,False,2021-10-29 10:24:59,9987,653,655,1,1,****7,4,星纱,8GB+128GB,0,10.2.6,59,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16338489777,20648171146d75057b6dd7c97cfd7d00,手机还行，就是打一把王者荣耀，手机发烫的厉害,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-21 08:50:24,False,2021-09-10 22:43:16,9987,653,655,4,1,****6,4,星纱,8GB+128GB,0,10.1.4,11,11,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15840854984,aac46dccb8b9ff49bc062a8ef7c8adc0,信号不好，扫码老是扫不上,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-20 18:43:44,False,2021-06-13 19:24:30,9987,653,655,2,1,我***4,4,星纱,8GB+128GB,0,10.0.4,7,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16472131947,2974db2d12fcde51856ca02ae5b5410d,通话声音小，视频接通时偶尔无声音和画面,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-10-16 19:12:14,False,2021-10-11 22:52:35,9987,653,655,0,1,u***3,4,星纱,8GB+128GB,0,10.1.6,5,5,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16367853921,e02eef43068f5989f798285e37deca30,京东自己制定的规则玩的挺溜啊，刚出价保就降价，这一星是给小米的,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-09-26 21:29:28,False,2021-09-11 18:46:04,9987,653,655,0,1,冰***3,4,星纱,8GB+128GB,0,10.1.6,15,65,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15887838868,e46b00320ddcc2f1ea9691b482f9c175,服务态度差，手机发烫，还有些卡顿,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-29 09:22:39,False,2021-06-13 12:25:09,9987,653,655,4,1,****K,4,星纱,8GB+128GB,0,10.0.5,16,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16563157799,a1efe97b0cd44cf39696c03f4a406e60,前些天玩王者经常黑屏  今天又这样了,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-11-02 23:35:50,False,2021-09-19 00:42:06,9987,653,655,0,1,****d,4,星纱,8GB+128GB,0,8.5.2,44,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15830386463,810aed906c9421191640f85c71d17165,手机刚买几天充电器就不行了充不进去电,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-06-18 23:03:52,False,2021-06-09 11:00:31,9987,653,655,2,1,****r,4,星纱,8GB+128GB,0,10.0.4,9,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15906004221,e809d712155669d9dfd39d8de71a761f,正常开机。电池电量70%，半小时充滿。,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-01 21:48:05,False,2021-07-01 00:43:18,9987,653,655,2,1,q***n,0,星纱,8GB+128GB,0,4.3.8,0,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
16762767411,75f77b45c6a9251b932acd5aa26635b2,玩不了游戏，老是掉线，试了几个游戏都是这样,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-12-03 13:46:25,False,2021-11-05 21:59:39,9987,653,655,1,1,****浩,4,星纱,8GB+128GB,0,10.2.2,28,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
15906940448,8cfba5283ab32e929639b5a129d339a5,系统优化不行，时常有卡顿发生,Redmi Note 10 Pro 5G 天玑1100旗舰芯 67W快充 120Hz旗舰变速金刚屏 星纱 8GB+128GB 智能手机 小米红米,2021-07-02 01:02:51,False,2021-06-16 13:32:42,9987,653,655,1,1,星***钰,4,星纱,8GB+128GB,0,10.0.6,16,0,96,2,400+,5,400+,0,0,3500+,0,0.019,0,100011650795,2.2万+,0.021,0,144,0,3,3,10万+,0,100011650795,500+,0.96,2
